0.00.031.121 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.031.286 I srv          init: The UI is disabled
0.00.031.288 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.031.367 W srv  llama_server: -----------------
0.00.031.367 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.031.368 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.031.368 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.031.368 W srv  llama_server: -----------------
0.00.032.758 I srv    load_model: loading model '$HOME/models/Qwen3.5-0.8B-GGUF/Qwen3.5-0.8B-Q8_0.gguf'
0.00.897.313 W model has unused tensor blk.24.attn_norm.weight (size = 4096 bytes) -- ignoring
0.00.897.323 W model has unused tensor blk.24.post_attention_norm.weight (size = 4096 bytes) -- ignoring
0.00.897.334 W model has unused tensor blk.24.attn_q.weight (size = 4456448 bytes) -- ignoring
0.00.897.338 W model has unused tensor blk.24.attn_k.weight (size = 557056 bytes) -- ignoring
0.00.897.343 W model has unused tensor blk.24.attn_v.weight (size = 557056 bytes) -- ignoring
0.00.897.355 W model has unused tensor blk.24.attn_output.weight (size = 2228224 bytes) -- ignoring
0.00.897.359 W model has unused tensor blk.24.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.897.363 W model has unused tensor blk.24.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.897.368 W model has unused tensor blk.24.ffn_gate.weight (size = 3899392 bytes) -- ignoring
0.00.897.372 W model has unused tensor blk.24.ffn_down.weight (size = 3899392 bytes) -- ignoring
0.00.897.376 W model has unused tensor blk.24.ffn_up.weight (size = 3899392 bytes) -- ignoring
0.00.897.383 W model has unused tensor blk.24.nextn.eh_proj.weight (size = 2228224 bytes) -- ignoring
0.00.897.389 W model has unused tensor blk.24.nextn.enorm.weight (size = 4096 bytes) -- ignoring
0.00.897.394 W model has unused tensor blk.24.nextn.hnorm.weight (size = 4096 bytes) -- ignoring
0.00.897.405 W model has unused tensor blk.24.nextn.shared_head_norm.weight (size = 4096 bytes) -- ignoring
0.01.215.867 I cmn          init: llama threadpool init, n_threads = 6
0.01.286.625 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 4096, kv_unified = 'false'
0.01.286.831 W srv          init: --cache-idle-slots requires --cache-ram, disabling
0.01.293.625 I srv  llama_server: model loaded
0.01.293.637 I srv  llama_server: listening on http://127.0.0.1:18120
0.01.517.599 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.13.685.000 I slot print_timing: id  0 | task 2094 |       total time =     230.44 ms /  2100 tokens
0.13.685.001 I slot print_timing: id  0 | task 2094 |    graphs reused =       1920
0.13.685.079 I slot      release: id  0 | task 2094 | stop processing: n_tokens = 2099, truncated = 0
0.13.687.399 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.008
0.13.687.444 I slot launch_slot_: id  0 | task 2128 | processing task, is_child = 0
0.13.832.341 I slot print_timing: id  0 | task 2128 | prompt eval time =      11.49 ms /    17 tokens (    0.68 ms per token,  1478.90 tokens per second)
0.13.832.351 I slot print_timing: id  0 | task 2128 |        eval time =     133.38 ms /    32 tokens (    4.30 ms per token,   232.42 tokens per second)
0.13.832.352 I slot print_timing: id  0 | task 2128 |       total time =     144.88 ms /    49 tokens
0.13.832.353 I slot print_timing: id  0 | task 2128 |    graphs reused =       1950
0.13.832.374 I slot      release: id  0 | task 2128 | stop processing: n_tokens = 48, truncated = 0
0.13.834.548 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.944 (> 0.100 thold), f_keep = 0.354
0.13.834.581 I slot launch_slot_: id  0 | task 2161 | processing task, is_child = 0
0.13.970.889 I slot print_timing: id  0 | task 2161 | prompt eval time =       9.75 ms /    18 tokens (    0.54 ms per token,  1846.34 tokens per second)
0.13.970.898 I slot print_timing: id  0 | task 2161 |        eval time =     126.53 ms /    32 tokens (    4.08 ms per token,   245.00 tokens per second)
0.13.970.899 I slot print_timing: id  0 | task 2161 |       total time =     136.28 ms /    50 tokens
0.13.970.900 I slot print_timing: id  0 | task 2161 |    graphs reused =       1980
0.13.970.924 I slot      release: id  0 | task 2161 | stop processing: n_tokens = 49, truncated = 0
0.13.973.239 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.388
0.13.973.265 I slot launch_slot_: id  0 | task 2194 | processing task, is_child = 0
0.14.109.204 I slot print_timing: id  0 | task 2194 | prompt eval time =      10.19 ms /    19 tokens (    0.54 ms per token,  1864.57 tokens per second)
0.14.109.213 I slot print_timing: id  0 | task 2194 |        eval time =     125.72 ms /    32 tokens (    4.06 ms per token,   246.57 tokens per second)
0.14.109.214 I slot print_timing: id  0 | task 2194 |       total time =     135.91 ms /    51 tokens
0.14.109.216 I slot print_timing: id  0 | task 2194 |    graphs reused =       2010
0.14.109.239 I slot      release: id  0 | task 2194 | stop processing: n_tokens = 50, truncated = 0
0.14.111.822 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.950 (> 0.100 thold), f_keep = 0.380
0.14.111.871 I slot launch_slot_: id  0 | task 2227 | processing task, is_child = 0
0.14.252.539 I slot print_timing: id  0 | task 2227 | prompt eval time =       9.54 ms /    20 tokens (    0.48 ms per token,  2096.00 tokens per second)
0.14.252.549 I slot print_timing: id  0 | task 2227 |        eval time =     131.10 ms /    32 tokens (    4.23 ms per token,   236.46 tokens per second)
0.14.252.550 I slot print_timing: id  0 | task 2227 |       total time =     140.64 ms /    52 tokens
0.14.252.552 I slot print_timing: id  0 | task 2227 |    graphs reused =       2040
0.14.252.582 I slot      release: id  0 | task 2227 | stop processing: n_tokens = 51, truncated = 0
0.14.256.817 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 145834229783
0.14.256.866 I slot launch_slot_: id  0 | task 2260 | processing task, is_child = 0
0.14.422.642 I slot print_timing: id  0 | task 2260 | prompt eval time =      33.69 ms /   529 tokens (    0.06 ms per token, 15703.85 tokens per second)
0.14.422.652 I slot print_timing: id  0 | task 2260 |        eval time =     132.07 ms /    32 tokens (    4.26 ms per token,   234.72 tokens per second)
0.14.422.653 I slot print_timing: id  0 | task 2260 |       total time =     165.76 ms /   561 tokens
0.14.422.656 I slot print_timing: id  0 | task 2260 |    graphs reused =       2070
0.14.422.718 I slot      release: id  0 | task 2260 | stop processing: n_tokens = 560, truncated = 0
0.14.427.557 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.946
0.14.427.599 I slot launch_slot_: id  0 | task 2293 | processing task, is_child = 0
0.14.594.317 I slot print_timing: id  0 | task 2293 | prompt eval time =      32.90 ms /   530 tokens (    0.06 ms per token, 16108.93 tokens per second)
0.14.594.324 I slot print_timing: id  0 | task 2293 |        eval time =     133.80 ms /    32 tokens (    4.32 ms per token,   231.69 tokens per second)
0.14.594.325 I slot print_timing: id  0 | task 2293 |       total time =     166.70 ms /   562 tokens
0.14.594.326 I slot print_timing: id  0 | task 2293 |    graphs reused =       2100
0.14.594.360 I slot      release: id  0 | task 2293 | stop processing: n_tokens = 561, truncated = 0
0.14.601.205 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.947
0.14.601.247 I slot launch_slot_: id  0 | task 2326 | processing task, is_child = 0
0.14.775.197 I slot print_timing: id  0 | task 2326 | prompt eval time =      32.56 ms /   531 tokens (    0.06 ms per token, 16308.85 tokens per second)
0.14.775.205 I slot print_timing: id  0 | task 2326 |        eval time =     141.37 ms /    32 tokens (    4.56 ms per token,   219.29 tokens per second)
0.14.775.207 I slot print_timing: id  0 | task 2326 |       total time =     173.92 ms /   563 tokens
0.14.775.208 I slot print_timing: id  0 | task 2326 |    graphs reused =       2130
0.14.775.245 I slot      release: id  0 | task 2326 | stop processing: n_tokens = 562, truncated = 0
0.14.781.829 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.947
0.14.781.867 I slot launch_slot_: id  0 | task 2359 | processing task, is_child = 0
0.14.947.407 I slot print_timing: id  0 | task 2359 | prompt eval time =      30.90 ms /   532 tokens (    0.06 ms per token, 17219.06 tokens per second)
0.14.947.417 I slot print_timing: id  0 | task 2359 |        eval time =     134.62 ms /    32 tokens (    4.34 ms per token,   230.28 tokens per second)
0.14.947.418 I slot print_timing: id  0 | task 2359 |       total time =     165.52 ms /   564 tokens
0.14.947.420 I slot print_timing: id  0 | task 2359 |    graphs reused =       2160
0.14.947.470 I slot      release: id  0 | task 2359 | stop processing: n_tokens = 563, truncated = 0
0.14.955.164 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.541 (> 0.100 thold), f_keep = 1.000
0.14.955.210 I slot launch_slot_: id  0 | task 2392 | processing task, is_child = 0
0.15.143.748 I slot print_timing: id  0 | task 2392 | prompt eval time =      55.19 ms /  1041 tokens (    0.05 ms per token, 18861.77 tokens per second)
0.15.143.755 I slot print_timing: id  0 | task 2392 |        eval time =     133.33 ms /    32 tokens (    4.30 ms per token,   232.50 tokens per second)
0.15.143.756 I slot print_timing: id  0 | task 2392 |       total time =     188.52 ms /  1073 tokens
0.15.143.757 I slot print_timing: id  0 | task 2392 |    graphs reused =       2190
0.15.144.818 I slot      release: id  0 | task 2392 | stop processing: n_tokens = 1072, truncated = 0
0.15.148.729 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.972
0.15.148.756 I slot launch_slot_: id  0 | task 2425 | processing task, is_child = 0
0.15.340.261 I slot print_timing: id  0 | task 2425 | prompt eval time =      62.95 ms /  1042 tokens (    0.06 ms per token, 16553.61 tokens per second)
0.15.340.273 I slot print_timing: id  0 | task 2425 |        eval time =     128.53 ms /    32 tokens (    4.15 ms per token,   241.20 tokens per second)
0.15.340.274 I slot print_timing: id  0 | task 2425 |       total time =     191.47 ms /  1074 tokens
0.15.340.277 I slot print_timing: id  0 | task 2425 |    graphs reused =       2220
0.15.340.343 I slot      release: id  0 | task 2425 | stop processing: n_tokens = 1073, truncated = 0
0.15.345.910 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.972
0.15.345.959 I slot launch_slot_: id  0 | task 2458 | processing task, is_child = 0
0.15.536.187 I slot print_timing: id  0 | task 2458 | prompt eval time =      56.44 ms /  1043 tokens (    0.05 ms per token, 18479.80 tokens per second)
0.15.536.195 I slot print_timing: id  0 | task 2458 |        eval time =     133.76 ms /    32 tokens (    4.31 ms per token,   231.75 tokens per second)
0.15.536.197 I slot print_timing: id  0 | task 2458 |       total time =     190.20 ms /  1075 tokens
0.15.536.198 I slot print_timing: id  0 | task 2458 |    graphs reused =       2250
0.15.536.264 I slot      release: id  0 | task 2458 | stop processing: n_tokens = 1074, truncated = 0
0.15.543.174 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.972
0.15.543.216 I slot launch_slot_: id  0 | task 2491 | processing task, is_child = 0
0.15.730.389 I slot print_timing: id  0 | task 2491 | prompt eval time =      53.40 ms /  1044 tokens (    0.05 ms per token, 19550.93 tokens per second)
0.15.730.398 I slot print_timing: id  0 | task 2491 |        eval time =     133.75 ms /    32 tokens (    4.31 ms per token,   231.77 tokens per second)
0.15.730.400 I slot print_timing: id  0 | task 2491 |       total time =     187.15 ms /  1076 tokens
0.15.730.401 I slot print_timing: id  0 | task 2491 |    graphs reused =       2280
0.15.730.460 I slot      release: id  0 | task 2491 | stop processing: n_tokens = 1075, truncated = 0
0.15.738.547 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.521 (> 0.100 thold), f_keep = 1.000
0.15.738.600 I slot launch_slot_: id  0 | task 2524 | processing task, is_child = 0
0.15.961.648 I slot print_timing: id  0 | task 2524 | prompt eval time =      95.06 ms /  2065 tokens (    0.05 ms per token, 21724.04 tokens per second)
0.15.961.656 I slot print_timing: id  0 | task 2524 |        eval time =     127.98 ms /    32 tokens (    4.13 ms per token,   242.23 tokens per second)
0.15.961.657 I slot print_timing: id  0 | task 2524 |       total time =     223.03 ms /  2097 tokens
0.15.961.658 I slot print_timing: id  0 | task 2524 |    graphs reused =       2310
0.15.961.738 I slot      release: id  0 | task 2524 | stop processing: n_tokens = 2096, truncated = 0
0.15.970.032 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.986
0.15.970.060 I slot launch_slot_: id  0 | task 2558 | processing task, is_child = 0
0.16.201.693 I slot print_timing: id  0 | task 2558 | prompt eval time =      96.61 ms /  2066 tokens (    0.05 ms per token, 21385.39 tokens per second)
0.16.201.701 I slot print_timing: id  0 | task 2558 |        eval time =     135.00 ms /    32 tokens (    4.35 ms per token,   229.63 tokens per second)
0.16.201.702 I slot print_timing: id  0 | task 2558 |       total time =     231.61 ms /  2098 tokens
0.16.201.704 I slot print_timing: id  0 | task 2558 |    graphs reused =       2340
0.16.201.791 I slot      release: id  0 | task 2558 | stop processing: n_tokens = 2097, truncated = 0
0.16.208.824 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.986
0.16.208.863 I slot launch_slot_: id  0 | task 2592 | processing task, is_child = 0
0.16.439.422 I slot print_timing: id  0 | task 2592 | prompt eval time =      96.72 ms /  2067 tokens (    0.05 ms per token, 21372.07 tokens per second)
0.16.439.432 I slot print_timing: id  0 | task 2592 |        eval time =     133.82 ms /    32 tokens (    4.32 ms per token,   231.66 tokens per second)
0.16.439.434 I slot print_timing: id  0 | task 2592 |       total time =     230.53 ms /  2099 tokens
0.16.439.437 I slot print_timing: id  0 | task 2592 |    graphs reused =       2370
0.16.439.532 I slot      release: id  0 | task 2592 | stop processing: n_tokens = 2098, truncated = 0
0.16.448.490 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.986
0.16.448.530 I slot launch_slot_: id  0 | task 2626 | processing task, is_child = 0
0.16.685.215 I slot print_timing: id  0 | task 2626 | prompt eval time =     106.03 ms /  2068 tokens (    0.05 ms per token, 19503.55 tokens per second)
0.16.685.222 I slot print_timing: id  0 | task 2626 |        eval time =     130.63 ms /    32 tokens (    4.21 ms per token,   237.32 tokens per second)
0.16.685.223 I slot print_timing: id  0 | task 2626 |       total time =     236.66 ms /  2100 tokens
0.16.685.225 I slot print_timing: id  0 | task 2626 |    graphs reused =       2400
0.16.685.313 I slot      release: id  0 | task 2626 | stop processing: n_tokens = 2099, truncated = 0
0.16.708.889 I srv    operator(): operator(): cleaning up before exit...
